sheet	range	group	formula	count	cached	error
زمان تحویل و سنجش کیفیت	A18		DATE(2025,12,16)	1	46007	
زمان تحویل و سنجش کیفیت	A19		DATE(2025,12,17)	1	46008	
زمان تحویل و سنجش کیفیت	A20		DATE(2025,12,18)	1	46009	
زمان تحویل و سنجش کیفیت	A21		DATE(2025,12,19)	1	46010	
زمان تحویل و سنجش کیفیت	A22		DATE(2025,12,20)	1	46011	
زمان تحویل و سنجش کیفیت	A23		DATE(2025,12,21)	1	46012	
