sheet	range	group	formula	count	cached	error
بازدهی	J2:J28	1	(G:G/B:B)*100	27	83.9	
بازدهی	K2:K28	2	(H:H/B:B)*100	27	0	
بازدهی	L2:L28	3	(I:I/B:B)*100	27	0	
بازدهی	J29		(G:G/B:B)*100	1	99.2746114	
بازدهی	J30		(G:G/B:B)*100	1	114.6	
بازدهی	K30		(H:H/B:B)*100	1	0	
بازدهی	L30		(I:I/B:B)*100	1	0	
بازدهی	J31		(G:G/B:B)*100	1	55.77689243	
بازدهی	J32:J136	4	(G:G/B:B)*100	105	118.6	
بازدهی	K32:K136	5	(H:H/B:B)*100	105	0	
بازدهی	L32:L136	6	(I:I/B:B)*100	105	0	
